Date,City,District_Code,Division_Type,Frontage,Bedroom,Restroom,Floor,Ground_Area,Living_Area,Price
2024-02-23, TPHCM,D3HCM,Urban,1,3,3,4.0,36,144.0,8000
2024-02-23, TPHCM,D10HCM,Urban,1,3,2,3.0,34,102.0,5000
2024-02-23, TPHCM,DTHUDUCHCM,Urban,0,3,2,3.0,48,144.0,4550
2024-02-23, TPHCM,D9TDHCM,Urban,0,4,3,3.0,55,165.0,4850
2024-02-23, TPHCM,DBINHTHANHHCM,Urban,0,7,7,4.0,48,192.0,8990
2024-02-23, TPHCM,DPHUNHUANHCM,Urban,1,5,4,4.0,38,152.0,6299
2024-02-23, TPHCM,D5HCM,Urban,1,3,4,4.0,43,172.0,9000
2024-02-23, TPHCM,D9TDHCM,Urban,0,4,4,4.0,68,272.0,6299
2024-02-22, TPHCM,DTANBINHHCM,Urban,0,3,2,3.0,63,189.0,6300
2024-02-22, TPHCM,D6HCM,Urban,0,2,2,2.0,40,80.0,3000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,48,96.0,3750
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,72,144.0,4000
2024-02-22, TPHCM,D6HCM,Urban,0,2,2,2.0,37,74.0,3600
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,4,5,3.0,80,240.0,4000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,6,7,5.0,64,320.0,6000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,4,4.0,56,224.0,5300
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,3,3,3.0,60,180.0,4800
2024-02-22, TPHCM,D11HCM,Urban,0,4,3,2.0,63,126.0,4980
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,3,4.0,41,164.0,4600
2024-02-22, TPHCM,D6HCM,Urban,0,2,1,2.0,48,96.0,3930
2024-02-22, TPHCM,D6HCM,Urban,0,6,4,3.0,52,156.0,6600
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,5,4.0,60,240.0,6500
2024-02-22, TPHCM,D6HCM,Urban,1,4,4,5.0,45,225.0,10000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,40,80.0,3350
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,3,2,2.0,37,74.0,3700
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,38,76.0,3200
2024-02-22, TPHCM,D6HCM,Urban,1,5,5,5.0,80,400.0,12600
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,4,4,4.0,75,300.0,7900
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,4,3.0,41,123.0,4000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,4,3.0,61,183.0,5100
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,41,82.0,3850
2024-02-22, TPHCM,D6HCM,Urban,1,4,4,5.0,41,205.0,5000
2024-02-22, TPHCM,D10HCM,Urban,0,3,3,4.0,38,152.0,5800
2024-02-22, TPHCM,D6HCM,Urban,1,6,4,4.0,80,320.0,18500
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,4,4.0,80,320.0,5500
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,57,114.0,4270
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,49,98.0,3450
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,3,4.0,40,160.0,3990
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,3,3,3.0,44,132.0,4350
2024-02-22, TPHCM,D11HCM,Urban,0,4,3,2.0,62,124.0,4900
2024-02-22, TPHCM,D1HCM,Urban,0,5,5,4.0,87,348.0,18500
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,4,3.0,60,180.0,5500
2024-02-22, TPHCM,D11HCM,Urban,0,2,3,4.0,40,160.0,4900
2024-02-22, TPHCM,DTANPHUHCM,Urban,1,4,6,3.0,120,360.0,14400
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,5,3.0,82,246.0,5700
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,6,4.0,66,264.0,5700
2024-02-22, TPHCM,DTANBINHHCM,Urban,1,5,5,4.0,56,224.0,10300
2024-02-22, TPHCM,DTANPHUHCM,Urban,1,5,5,3.0,61,183.0,7300
2024-02-22, TPHCM,D5HCM,Urban,0,4,4,4.0,41,164.0,6800
2024-02-22, TPHCM,D3HCM,Urban,0,6,5,5.0,62,310.0,13500
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,6,6,3.0,164,492.0,13000
2024-02-22, TPHCM,D6HCM,Urban,0,10,10,4.0,120,480.0,7000
2024-02-22, TPHCM,D5HCM,Urban,1,6,6,4.0,86,344.0,19000
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,6,7,3.0,185,555.0,19500
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,5,3.0,100,300.0,11700
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,3,3,2.0,78,156.0,7300
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,3,3,3.0,40,120.0,5000
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,4,5,3.0,120,360.0,17000
2024-02-22, TPHCM,D10HCM,Urban,0,3,3,3.0,40,120.0,4600
2024-02-22, TPHCM,D11HCM,Urban,0,4,4,2.0,77,154.0,4900
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,6,5.0,63,315.0,6700
2024-02-22, TPHCM,D5HCM,Urban,0,4,2,2.0,70,140.0,5800
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,6,6,4.0,71,284.0,8400
2024-02-22, TPHCM,D5HCM,Urban,0,4,5,3.0,78,234.0,15700
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,4,5,3.0,56,168.0,6300
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,6,7,3.0,200,600.0,30000
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,5,4,4.0,50,200.0,6300
2024-02-22, TPHCM,D10HCM,Urban,1,3,4,4.0,41,164.0,11800
2024-02-22, TPHCM,D10HCM,Urban,0,5,4,5.0,40,200.0,6800
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,10,5,3.0,108,324.0,8700
2024-02-22, TPHCM,D11HCM,Urban,0,2,2,2.0,34,68.0,3400
2024-02-22, TPHCM,D6HCM,Urban,1,3,3,3.0,43,129.0,5800
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,8,8,3.0,86,258.0,4500
2024-02-22, TPHCM,D1HCM,Urban,0,3,4,4.0,30,120.0,6250
2024-02-22, TPHCM,D10HCM,Urban,0,4,3,4.0,39,156.0,8499
2024-02-22, TPHCM,D5HCM,Urban,0,5,5,4.0,70,280.0,10500
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,6,5.0,62,310.0,6500
2024-02-22, TPHCM,D6HCM,Urban,1,6,7,6.0,74,444.0,16500
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,4,5,3.0,100,300.0,9500
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,3,2.0,64,128.0,3500
2024-02-22, TPHCM,D6HCM,Urban,0,4,5,4.0,63,252.0,5200
2024-02-22, TPHCM,D6HCM,Urban,0,4,3,3.0,51,153.0,5400
2024-02-22, TPHCM,D10HCM,Urban,1,3,4,4.0,41,164.0,11800
2024-02-22, TPHCM,D3HCM,Urban,0,2,2,2.0,47,94.0,6500
2024-02-22, TPHCM,DTANBINHHCM,Urban,0,4,5,3.0,68,204.0,12900
2024-02-22, TPHCM,DTANBINHHCM,Urban,1,5,5,3.0,76,228.0,9990
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,2,3,2.0,48,96.0,3600
2024-02-22, TPHCM,DPHUNHUANHCM,Urban,0,3,2,4.0,24,96.0,3550
2024-02-22, TPHCM,D10HCM,Urban,1,4,3,3.0,75,225.0,11500
2024-02-22, TPHCM,DTANBINHHCM,Urban,0,4,4,5.0,36,180.0,5900
2024-02-22, TPHCM,DTANBINHHCM,Urban,1,5,4,4.0,44,176.0,6500
2024-02-22, TPHCM,DTANBINHHCM,Urban,1,5,6,4.0,82,328.0,13500
2024-02-22, TPHCM,D10HCM,Urban,0,2,2,2.0,27,54.0,3890
2024-02-22, TPHCM,D5HCM,Urban,1,6,4,5.0,57,285.0,11500
2024-02-22, TPHCM,DTANPHUHCM,Urban,1,10,10,3.0,112,336.0,14000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,4,4,3.0,56,168.0,5300
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,5,5,4.0,56,224.0,5700
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,4,5,3.0,80,240.0,9900
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,6,7,5.0,80,400.0,11000
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,7,7,6.0,96,576.0,6800
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,3,4,4.0,76,304.0,6800
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,4,5,3.0,62,186.0,6900
2024-02-22, TPHCM,D11HCM,Urban,0,6,5,5.0,72,360.0,9800
2024-02-22, TPHCM,D6HCM,Urban,0,3,3,2.0,56,112.0,5600
2024-02-22, TPHCM,D11HCM,Urban,0,6,4,4.0,46,184.0,5700
2024-02-22, TPHCM,D10HCM,Urban,1,3,2,2.0,58,116.0,8400
2024-02-22, TPHCM,D11HCM,Urban,0,3,2,3.0,39,117.0,5600
2024-02-22, TPHCM,DPHUNHUANHCM,Urban,0,3,4,3.0,44,132.0,6990
2024-02-22, TPHCM,D10HCM,Urban,0,2,2,2.0,38,76.0,6500
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,4,5,3.0,72,216.0,8200
2024-02-22, TPHCM,D10HCM,Urban,0,6,7,5.0,35,175.0,6300
2024-02-22, TPHCM,D10HCM,Urban,1,4,4,3.0,57,171.0,12900
2024-02-22, TPHCM,D5HCM,Urban,0,5,4,2.0,48,96.0,5950
2024-02-22, TPHCM,DBINHTANHCM,Urban,1,4,5,4.0,64,256.0,6500
2024-02-22, TPHCM,D3HCM,Urban,0,9,10,4.0,46,184.0,6800
2024-02-22, TPHCM,D3HCM,Urban,0,3,4,3.0,35,105.0,4550
2024-02-22, TPHCM,D1HCM,Urban,1,3,4,5.0,41,205.0,31000
2024-02-22, TPHCM,D11HCM,Urban,1,6,6,6.0,73,438.0,15200
2024-02-22, TPHCM,D6HCM,Urban,0,3,2,2.0,68,136.0,6700
2024-02-22, TPHCM,D10HCM,Urban,0,11,11,4.0,68,272.0,7990
2024-02-22, TPHCM,DTANPHUHCM,Urban,0,4,4,2.0,81,162.0,5300
2024-02-22, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,44,88.0,3390
2024-02-22, TPHCM,D1HCM,Urban,1,4,4,4.0,55,220.0,23000
2024-02-22, TPHCM,D1HCM,Urban,0,9,10,6.0,66,396.0,20900
2024-02-21, TPHCM,DBINHTANHCM,Urban,0,3,2,3.0,60,180.0,4000
2024-02-21, TPHCM,DBINHTANHCM,Urban,1,11,11,4.0,98,392.0,4400
2024-02-21, TPHCM,DBINHTANHCM,Urban,0,4,4,4.0,63,252.0,5600
2024-02-21, TPHCM,D6HCM,Urban,1,3,4,5.0,20,100.0,3100
2024-02-21, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,72,144.0,4000
2024-02-21, TPHCM,DTANBINHHCM,Urban,0,4,2,2.0,50,100.0,4900
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,3,2,2.0,63,126.0,4000
2024-02-20, TPHCM,DGOVAPHCM,Urban,1,3,2,2.0,36,72.0,3450
2024-02-20, TPHCM,DGOVAPHCM,Urban,1,3,2,2.0,36,72.0,3450
2024-02-20, TPHCM,DGOVAPHCM,Urban,1,3,2,2.0,36,72.0,3450
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,3.0,68,204.0,4000
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,50,200.0,5000
2024-02-20, TPHCM,DTHUDUCHCM,Urban,1,3,2,3.0,180,540.0,5800
2024-02-20, TPHCM,D12HCM,Urban,1,4,4,3.0,92,276.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,5.0,99,495.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,90,180.0,4000
2024-02-20, TPHCM,SDCUCHIHCM,Suburban,1,5,5,3.0,1200,3600.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,58,116.0,3250
2024-02-20, TPHCM,D12HCM,Urban,0,5,4,5.0,56,280.0,5000
2024-02-20, TPHCM,D12HCM,Urban,1,4,4,4.0,56,224.0,3900
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,0,3,2,2.0,76,152.0,3500
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,65,130.0,3300
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,81,243.0,5000
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,1,4,4,3.0,424,1272.0,10000
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,3,2,3.0,65,195.0,4600
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,2.0,98,196.0,4200
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,2.0,80,160.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,79,158.0,3000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,80,160.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,81,162.0,4000
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,0,3,2,2.0,77,154.0,3500
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,3.0,90,270.0,3600
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,2.0,140,280.0,5000
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,4,4,3.0,45,135.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,92,184.0,3800
2024-02-20, TPHCM,D12HCM,Urban,1,4,3,3.0,68,204.0,4000
2024-02-20, TPHCM,D12HCM,Urban,1,5,5,4.0,75,300.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,65,130.0,3750
2024-02-20, TPHCM,D12HCM,Urban,1,3,2,2.0,80,160.0,4990
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,3,4,3.0,66,198.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,2.0,65,130.0,3300
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,69,207.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,4.0,62,248.0,5000
2024-02-20, TPHCM,SDCUCHIHCM,Suburban,1,5,6,3.0,300,900.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,3.0,65,195.0,4100
2024-02-20, TPHCM,D12HCM,Urban,0,5,6,5.0,55,275.0,5000
2024-02-20, TPHCM,SDCUCHIHCM,Suburban,1,4,5,3.0,232,696.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,76,152.0,4600
2024-02-20, TPHCM,D12HCM,Urban,1,4,5,3.0,96,288.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,5,6,4.0,65,260.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,2.0,65,130.0,3300
2024-02-20, TPHCM,D12HCM,Urban,0,5,6,4.0,52,208.0,5200
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,2.0,86,172.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,65,195.0,4100
2024-02-20, TPHCM,D12HCM,Urban,0,5,6,6.0,78,468.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,4,5,3.0,89,267.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,89,178.0,3999
2024-02-20, TPHCM,D12HCM,Urban,0,5,4,5.0,79,395.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,67,201.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,5,6,4.0,65,260.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,4.0,69,276.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,2,2,2.0,58,116.0,1900
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,89,178.0,4000
2024-02-20, TPHCM,D9TDHCM,Urban,0,3,2,3.0,50,150.0,4500
2024-02-20, TPHCM,DTHUDUCHCM,Urban,1,4,5,3.0,225,675.0,14500
2024-02-20, TPHCM,DTHUDUCHCM,Urban,0,5,3,4.0,56,224.0,6800
2024-02-20, TPHCM,DTHUDUCHCM,Urban,0,3,4,4.0,52,208.0,5100
2024-02-20, TPHCM,D12HCM,Urban,0,6,6,5.0,92,460.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,4.0,55,220.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,5.0,98,490.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,4,5,4.0,55,220.0,4990
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,4,4,3.0,45,135.0,5000
2024-02-20, TPHCM,D12HCM,Urban,1,5,5,3.0,96,288.0,6000
2024-02-20, TPHCM,D12HCM,Urban,1,4,4,4.0,55,220.0,3900
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,91,182.0,3999
2024-02-20, TPHCM,D12HCM,Urban,0,5,4,5.0,55,275.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,91,182.0,3999
2024-02-20, TPHCM,SDCUCHIHCM,Suburban,1,5,4,3.0,5000,15000.0,35000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,3.0,68,204.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,3.0,61,183.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,3.0,56,168.0,4300
2024-02-20, TPHCM,D12HCM,Urban,0,4,2,2.0,82,164.0,4000
2024-02-20, TPHCM,D12HCM,Urban,1,4,4,3.0,98,294.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,52,104.0,3000
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,2.0,80,160.0,4000
2024-02-20, TPHCM,D12HCM,Urban,1,4,3,3.0,69,207.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,5,3.0,52,156.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,5,4,4.0,68,272.0,5000
2024-02-20, TPHCM,D12HCM,Urban,1,3,2,2.0,82,164.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,58,116.0,1900
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,0,3,2,2.0,76,152.0,3500
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,5.0,96,480.0,7000
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,0,4,3,2.0,77,154.0,3500
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,1,5,6,3.0,202,606.0,18000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,3.0,95,285.0,3000
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,4.0,72,288.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,5,3.0,89,267.0,3600
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,3.0,82,246.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,3.0,89,267.0,3600
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,1.0,76,76.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,53,159.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,5,3.0,52,156.0,4000
2024-02-20, TPHCM,D12HCM,Urban,1,3,2,3.0,95,285.0,3700
2024-02-20, TPHCM,D12HCM,Urban,1,5,5,3.0,94,282.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,75,150.0,2000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,65,130.0,3300
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,75,150.0,3190
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,96,288.0,3000
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,5.0,123,615.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,1.0,79,79.0,4100
2024-02-20, TPHCM,D12HCM,Urban,0,8,5,4.0,108,432.0,9000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,68,136.0,3750
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,4,4,3.0,45,135.0,5000
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,3.0,53,159.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,2.0,68,136.0,4100
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,56,112.0,3800
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,2.0,138,276.0,5000
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,1,5,4,3.0,133,399.0,10850
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,75,150.0,3180
2024-02-20, TPHCM,SDCUCHIHCM,Suburban,1,5,5,3.0,232,696.0,6000
2024-02-20, TPHCM,D12HCM,Urban,1,4,5,4.0,56,224.0,3899
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,1,4,3,3.0,122,366.0,3500
2024-02-20, TPHCM,D12HCM,Urban,0,4,3,3.0,79,237.0,4000
2024-02-20, TPHCM,D12HCM,Urban,1,4,5,4.0,88,352.0,6000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,3.0,58,174.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,3,3.0,121,363.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,4.0,57,228.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,5,10.0,3250
2024-02-20, TPHCM,D12HCM,Urban,0,4,4,4.0,57,228.0,4000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,77,154.0,3800
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,1,4,3,3.0,122,366.0,3500
2024-02-20, TPHCM,D12HCM,Urban,0,5,5,5.0,99,495.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,68,136.0,4100
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,58,116.0,3800
2024-02-20, TPHCM,D12HCM,Urban,1,5,5,4.0,93,372.0,7000
2024-02-20, TPHCM,D12HCM,Urban,0,3,2,2.0,68,136.0,4000
2024-02-20, TPHCM,SDHOCMONHCM,Suburban,1,4,3,3.0,122,366.0,3500
2024-02-20, TPHCM,D12HCM,Urban,0,5,4,4.0,69,276.0,5000
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,3,2,3.0,22,66.0,2750
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,4,3,4.0,62,248.0,5000
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,4,4,3.0,82,246.0,5999
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,11,8,4.0,98,392.0,4400
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,4,3,4.0,41,164.0,4600
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,4,4,3.0,82,246.0,5999
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,4,5,3.0,92,276.0,5700
2024-02-20, TPHCM,D2TDHCM,Urban,1,6,6,3.0,616,1848.0,120000
2024-02-20, TPHCM,D2TDHCM,Urban,1,6,6,3.0,816,2448.0,190000
2024-02-20, TPHCM,D2TDHCM,Urban,1,6,6,3.0,850,2550.0,190000
2024-02-20, TPHCM,D4HCM,Urban,1,11,11,10.0,360,3600.0,250000
2024-02-20, TPHCM,D4HCM,Urban,1,20,20,18.0,477,8586.0,469000
2024-02-20, TPHCM,D5HCM,Urban,1,11,11,10.0,227,2270.0,150000
2024-02-20, TPHCM,D3HCM,Urban,0,70,70,11.0,400,4400.0,350000
2024-02-20, TPHCM,D1HCM,Urban,0,99,99,12.0,1000,12000.0,800000
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,5,5,5.0,80,400.0,11000
2024-02-20, TPHCM,D6HCM,Urban,1,4,3,4.0,35,140.0,4500
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,36,72.0,3300
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,4,2,2.0,82,164.0,3000
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,4,3,3.0,48,144.0,4999
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,4,4,4.0,65,260.0,5600
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,96,288.0,7000
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,32,64.0,2750
2024-02-20, TPHCM,D6HCM,Urban,0,2,2,2.0,26,52.0,2600
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,3,3,3.0,48,144.0,5300
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,4,3,3.0,60,180.0,4990
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,96,288.0,7300
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,4,4,4.0,75,300.0,8700
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,23,46.0,1950
2024-02-20, TPHCM,DBINHTANHCM,Urban,1,4,4,3.0,62,186.0,4000
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,58,116.0,4100
2024-02-20, TPHCM,D6HCM,Urban,0,2,1,2.0,17,34.0,1200
2024-02-20, TPHCM,DTANPHUHCM,Urban,0,2,1,2.0,26,52.0,3250
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,3,3,4.0,44,176.0,4480
2024-02-20, TPHCM,DTANBINHHCM,Urban,0,3,2,4.0,23,92.0,3700
2024-02-20, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,76,152.0,5500
2024-02-20, TPHCM,DTANPHUHCM,Urban,0,1,1,2.0,32,64.0,3990
2024-02-20, TPHCM,D10HCM,Urban,1,4,4,3.0,60,180.0,12900
2024-02-20, TPHCM,DTANBINHHCM,Urban,1,5,6,4.0,99,396.0,11500
2024-02-20, TPHCM,DTANBINHHCM,Urban,0,12,12,5.0,75,375.0,10900
2024-02-20, TPHCM,D7HCM,Urban,1,4,5,3.0,129,387.0,32000
2024-02-20, TPHCM,DGOVAPHCM,Urban,0,4,4,5.0,56,280.0,7000
2024-02-20, TPHCM,DTANPHUHCM,Urban,0,2,2,2.0,40,80.0,4600
2024-02-19, TPHCM,DTHUDUCHCM,Urban,0,5,4,4.0,70,280.0,6000
2024-02-19, TPHCM,D7HCM,Urban,1,5,6,3.0,197,591.0,51500
2024-02-19, TPHCM,D7HCM,Urban,1,4,4,3.0,302,906.0,75000
2024-02-19, TPHCM,D7HCM,Urban,1,4,4,3.0,210,630.0,72000
2024-02-19, TPHCM,D7HCM,Urban,0,4,5,4.0,80,320.0,17500
2024-02-19, TPHCM,DBINHTANHCM,Urban,1,4,4,2.0,80,160.0,9500
2024-02-19, TPHCM,DBINHTANHCM,Urban,1,4,4,5.0,80,400.0,9500
2024-02-19, TPHCM,DBINHTANHCM,Urban,1,4,4,4.0,80,320.0,9700
2024-02-19, TPHCM,D9TDHCM,Urban,0,1,1,2.0,51,102.0,2700
2024-02-18, TPHCM,D9TDHCM,Urban,0,3,3,3.0,55,165.0,5000
2024-02-18, TPHCM,D9TDHCM,Urban,1,3,3,3.0,102,306.0,6000
2024-02-18, TPHCM,DGOVAPHCM,Urban,0,4,3,4.0,42,168.0,5650
