Date,City,District_Code,Division_Type,Frontage,Bedroom,Restroom,Floor,Ground_Area,Living_Area,Price
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,5.0,200,1000.0,42000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,4.0,195,780.0,46000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,18,18,5.0,230,1150.0,33000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,5.0,168,840.0,37000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,5.0,200,1000.0,42000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,6,6,7.0,230,1610.0,70000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,4,4,5.0,315,1575.0,85000
2024-09-11, TPHCM,D2TDHCM,Urban,1,12,12,7.0,120,840.0,35000
2024-09-11, TPHCM,D2TDHCM,Urban,1,1,1,3.0,600,1800.0,36000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,6,6,5.0,140,700.0,28000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,30,30,8.0,240,1920.0,48000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,3,3,3.0,98,294.0,25000
2024-09-11, TPHCM,D2TDHCM,Urban,1,0,0,3.0,425,1275.0,63000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,3.0,465,1395.0,95000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,0,0,7.0,230,1610.0,60000
2024-09-11, TPHCM,D2TDHCM,Urban,1,5,5,2.0,310,620.0,55000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,3.0,410,1230.0,95000
2024-09-11, TPHCM,D2TDHCM,Urban,1,18,18,6.0,260,1560.0,64000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,3.0,300,900.0,75000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,6,6,6.0,200,1200.0,65000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,3.0,238,714.0,54000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,6.0,250,1500.0,56000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,14,14,6.0,88,528.0,34000
2024-09-11, TPHCM,D2TDHCM,Urban,1,4,4,4.0,140,560.0,40000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,5,5,3.0,200,600.0,34000
2024-09-11, TPHCM,D2TDHCM,Urban,1,5,5,3.0,540,1620.0,100000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,6,6,4.0,170,680.0,35000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,18,18,7.0,165,1155.0,48000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,4.0,620,2480.0,130000
2024-09-11, TPHCM,D2TDHCM,Urban,1,20,20,6.0,208,1248.0,45000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,20,20,7.0,145,1015.0,35000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,3.0,240,720.0,50000
2024-09-11, TPHCM,D2TDHCM,Urban,1,5,5,4.0,160,640.0,30000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,6,6,7.0,202,1414.0,47000
2024-09-11, TPHCM,D2TDHCM,Urban,1,2,2,3.0,240,720.0,52000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,5,5,6.0,240,1440.0,37000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,4.0,430,1720.0,88000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,4.0,350,1400.0,65000
2024-09-11, TPHCM,D2TDHCM,Urban,1,2,2,3.0,210,630.0,43000
2024-09-11, TPHCM,D2TDHCM,Urban,0,18,18,6.0,230,1380.0,52000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,9,9,3.0,230,690.0,42000
2024-09-11, TPHCM,D2TDHCM,Urban,1,0,0,3.0,140,420.0,28000
2024-09-11, TPHCM,D2TDHCM,Urban,1,2,2,2.0,70,140.0,20000
2024-09-11, TPHCM,D2TDHCM,Urban,1,0,0,3.0,200,600.0,30000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,0,6,6,4.0,280,1120.0,30000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,4.0,184,736.0,38000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,3.0,126,378.0,37000
2024-09-11, TPHCM,D2TDHCM,Urban,1,6,6,6.0,250,1500.0,35000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,4,5,4.0,73,292.0,13500
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,5,5,4.0,70,280.0,8500
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,4,5,3.0,120,360.0,13200
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,2,2,2.0,48,96.0,4850
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,5,3.0,116,348.0,11700
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,2,3.0,82,246.0,5500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,61,244.0,7700
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,4,4.0,90,360.0,11500
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,1,1,3.0,244,732.0,19500
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,3,2,2.0,85,170.0,7500
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,0,3,5,5.0,39,195.0,7000
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,8,8,5.0,69,345.0,8600
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,44,88.0,4200
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,5.0,54,270.0,6350
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,101,404.0,9500
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,3,3,3.0,81,243.0,8100
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,4,5,4.0,75,300.0,14500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,51,204.0,7200
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,2,3,3.0,70,210.0,7900
2024-09-11, TPHCM,DTANBINHHCM,Urban,1,2,2,2.0,84,168.0,12000
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,6,6,2.0,136,272.0,18900
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,4,6,5.0,64,320.0,8500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,3,2.0,67,134.0,7950
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,3,4,4.0,44,176.0,7350
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,73,146.0,10500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,4,4.0,60,240.0,6700
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,2,2,2.0,42,84.0,3500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,6,6,4.0,62,248.0,5450
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,52,208.0,6600
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,2,3.0,80,240.0,6800
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,60,240.0,7100
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,7,4,4.0,124,496.0,13500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,82,328.0,9500
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,1,7,8,5.0,82,410.0,19000
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,4,5,5.0,66,330.0,9300
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,3,4,5.0,40,200.0,5960
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,4,5.0,78,390.0,7350
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,2,3,3.0,68,204.0,8200
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,5,5,5.0,54,270.0,7750
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,45,90.0,5800
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,53,212.0,7900
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,1,4,5,2.0,75,150.0,6600
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,4,5,3.0,73,219.0,12000
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,4,5,5.0,65,325.0,8900
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,3,4,3.0,70,210.0,7750
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,3,3,5.0,38,190.0,5600
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,4,4,4.0,53,212.0,9400
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,3,4.0,75,300.0,8000
2024-09-11, TPHCM,DTANBINHHCM,Urban,1,5,4,4.0,78,312.0,12999
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,1,1,3.0,230,690.0,15300
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,8,7,4.0,99,396.0,12900
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,1,1,3.0,164,492.0,17500
2024-09-11, TPHCM,DTANBINHHCM,Urban,1,4,3,4.0,48,192.0,11000
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,6,5.0,54,270.0,7600
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,4,3.0,60,180.0,7500
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,0,4,5,4.0,41,164.0,7800
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,3,4,4.0,31,124.0,5500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,2,3,2.0,44,88.0,4950
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,4,4,4.0,82,328.0,14500
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,1,4,4,2.0,88,176.0,16500
2024-09-11, TPHCM,DBINHTHANHHCM,Urban,1,4,5,4.0,65,260.0,9800
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,4,5,4.0,60,240.0,10800
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,2,2.0,81,162.0,7100
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,3,3,3.0,70,210.0,8300
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,5,4,4.0,81,324.0,7500
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,4,6,5.0,58,290.0,8500
2024-09-11, TPHCM,DTANBINHHCM,Urban,1,4,5,5.0,72,360.0,12500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,5.0,95,475.0,9500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,2,2.0,80,160.0,7500
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,1,6,6,3.0,105,315.0,19500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,3.0,72,216.0,6800
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,4,4.0,71,284.0,7900
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,5,6,4.0,71,284.0,8200
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,3,2,2.0,87,174.0,7050
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,0,6,6,5.0,63,315.0,13500
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,0,6,7,5.0,86,430.0,9400
2024-09-11, TPHCM,DPHUNHUANHCM,Urban,0,5,6,5.0,48,240.0,11000
2024-09-11, TPHCM,DGOVAPHCM,Urban,1,4,4,3.0,112,336.0,17500
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,6,6,4.0,87,348.0,14800
2024-09-11, TPHCM,DTANBINHHCM,Urban,0,4,2,2.0,80,160.0,10300
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,5.0,100,500.0,18900
2024-09-11, TPHCM,DGOVAPHCM,Urban,0,4,5,6.0,51,306.0,6500
2024-09-10, TPHCM,D9TDHCM,Urban,0,3,3,2.0,61,122.0,1180
2024-09-10, TPHCM,D12HCM,Urban,0,3,3,2.0,70,140.0,1180
2024-09-10, TPHCM,DTANPHUHCM,Urban,0,3,3,2.0,60,120.0,1280
2024-09-10, TPHCM,D6HCM,Urban,0,6,4,4.0,84,336.0,10500
2024-09-10, TPHCM,D6HCM,Urban,1,5,3,4.0,74,296.0,13200
2024-09-10, TPHCM,DTANBINHHCM,Urban,0,5,5,5.0,85,425.0,16900
2024-09-10, TPHCM,D7HCM,Urban,0,2,2,2.0,77,154.0,2400
2024-09-08, TPHCM,D12HCM,Urban,1,2,6,7.0,400,2800.0,50000
2024-09-08, TPHCM,D12HCM,Urban,0,4,4,3.0,100,300.0,4100
2024-09-08, TPHCM,D2TDHCM,Urban,1,5,5,3.0,100,300.0,11500
2024-09-08, TPHCM,DTHUDUCHCM,Urban,0,3,4,3.0,64,192.0,4600
2024-09-07, TPHCM,DPHUNHUANHCM,Urban,1,6,6,4.0,68,272.0,35000
2024-09-07, TPHCM,SDBINHCHANHHCM,Suburban,1,3,2,2.0,84,168.0,1650
2024-09-07, TPHCM,SDBINHCHANHHCM,Suburban,0,3,4,2.0,78,156.0,850
2024-09-07, TPHCM,DBINHTANHCM,Urban,0,2,2,1.0,55,55.0,1650
2024-09-07, TPHCM,DBINHTANHCM,Urban,1,5,4,4.0,53,212.0,5600
2024-09-07, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,54,162.0,4800
2024-09-07, TPHCM,DBINHTANHCM,Urban,1,6,6,5.0,90,450.0,16800
2024-09-07, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,40,80.0,4000
2024-09-06, TPHCM,D7HCM,Urban,0,3,3,2.0,63,126.0,1050
2024-09-06, TPHCM,D3HCM,Urban,0,3,2,2.0,59,118.0,1360
2024-09-06, TPHCM,D4HCM,Urban,0,3,3,2.0,58,116.0,1030
2024-09-06, TPHCM,DTHUDUCHCM,Urban,0,3,3,2.0,59,118.0,1450
2024-09-06, TPHCM,D3HCM,Urban,0,3,3,2.0,52,104.0,1380
2024-09-06, TPHCM,DPHUNHUANHCM,Urban,0,3,2,2.0,55,110.0,1420
2024-09-06, TPHCM,D9TDHCM,Urban,0,3,3,2.0,62,124.0,2645
2024-09-06, TPHCM,DGOVAPHCM,Urban,0,3,3,2.0,61,122.0,1250
2024-09-06, TPHCM,D7HCM,Urban,0,4,3,2.0,63,126.0,975
2024-09-06, TPHCM,D8HCM,Urban,0,3,3,2.0,65,130.0,930
2024-09-06, TPHCM,D2TDHCM,Urban,0,3,3,2.0,52,104.0,1650
2024-09-06, TPHCM,D8HCM,Urban,0,3,3,2.0,68,136.0,890
2024-09-06, TPHCM,DGOVAPHCM,Urban,0,3,3,2.0,68,136.0,1248
2024-09-06, TPHCM,D4HCM,Urban,1,1,1,2.0,30,60.0,2850
2024-09-06, TPHCM,DGOVAPHCM,Urban,1,10,6,3.0,176,528.0,39000
2024-09-06, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,30,60.0,2990
2024-09-06, TPHCM,D2TDHCM,Urban,1,4,5,3.0,830,2490.0,125000
2024-09-06, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,41,123.0,4200
2024-09-05, TPHCM,DGOVAPHCM,Urban,1,7,6,3.0,176,528.0,39000
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,4,3,2.0,110,220.0,6650
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,5,4.0,74,296.0,5900
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,3,3.0,52,156.0,5000
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,2,3.0,48,144.0,4400
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,3,4.0,40,160.0,5000
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,4,5.0,62,310.0,4800
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,2,3.0,87,261.0,4550
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,40,80.0,4300
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,3,2.0,64,128.0,4900
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,4,5,3.0,72,216.0,5900
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,47,141.0,4900
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,5,5,5.0,5,25.0,7100
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,4,3,3.0,64,192.0,6500
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,58,116.0,5300
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,26,78.0,4050
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,5,4.0,65,260.0,6400
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,5,4,4.0,52,208.0,7200
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,3,3.0,49,147.0,4300
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,2.0,41,82.0,3800
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,48,144.0,4900
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,1,2.0,36,72.0,3200
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,3,4.0,40,160.0,4500
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,48,96.0,3900
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,43,86.0,3500
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,5,5,2.0,125,250.0,5700
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,4,5,4.0,80,320.0,10000
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,4,3.0,73,219.0,6400
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,3,3.0,55,165.0,5650
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,59,118.0,4500
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,2,3.0,64,192.0,6300
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,5,5.0,50,250.0,4950
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,3,3,3.0,56,168.0,5500
2024-09-05, TPHCM,D6HCM,Urban,0,3,2,2.0,73,146.0,5300
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,3,3.0,47,141.0,5390
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,5,3,5.0,44,220.0,6350
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,42,126.0,3950
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,5,3,3.0,64,192.0,6500
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,1,1,2.0,113,226.0,5950
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,2,1,2.0,64,128.0,3400
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,5,4.0,64,256.0,6400
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,2,2.0,60,120.0,5700
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,71,142.0,6200
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,60,180.0,5000
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,3,3,3.0,40,120.0,4700
2024-09-05, TPHCM,DBINHTANHCM,Urban,0,4,4,4.0,58,232.0,6400
2024-09-05, TPHCM,DBINHTANHCM,Urban,1,2,2,2.0,46,92.0,5500
2024-09-05, TPHCM,D9TDHCM,Urban,0,3,3,3.0,54,162.0,4700
2024-09-05, TPHCM,D9TDHCM,Urban,1,1,1,2.0,103,206.0,5500
2024-09-05, TPHCM,D9TDHCM,Urban,1,1,1,2.0,95,190.0,7300
2024-09-05, TPHCM,D9TDHCM,Urban,1,1,1,2.0,113,226.0,13500
2024-09-05, TPHCM,D9TDHCM,Urban,0,3,3,3.0,56,168.0,4900
2024-09-05, TPHCM,D9TDHCM,Urban,0,5,5,2.0,94,188.0,5700
2024-09-05, TPHCM,D9TDHCM,Urban,1,3,3,3.0,108,324.0,10000
2024-09-05, TPHCM,D12HCM,Urban,1,4,5,3.0,507,1521.0,11200
2024-09-05, TPHCM,D12HCM,Urban,0,5,5,4.0,64,256.0,5768
2024-09-05, TPHCM,D12HCM,Urban,0,5,5,3.0,56,168.0,4500
2024-09-05, TPHCM,D12HCM,Urban,1,3,2,3.0,53,159.0,3968
2024-09-05, TPHCM,D12HCM,Urban,0,4,4,4.0,65,260.0,5350
2024-09-05, TPHCM,SDHOCMONHCM,Suburban,0,2,2,2.0,85,170.0,3900
2024-09-05, TPHCM,DTANPHUHCM,Urban,1,2,2,2.0,51,102.0,4068
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,4,5,5.0,41,205.0,5200
2024-09-05, TPHCM,D9TDHCM,Urban,1,2,2,2.0,93,186.0,3900
2024-09-05, TPHCM,DTANPHUHCM,Urban,0,4,3,3.0,48,144.0,4900
2024-09-05, TPHCM,D12HCM,Urban,0,2,2,2.0,80,160.0,3768
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,46,92.0,4938
2024-09-05, TPHCM,D12HCM,Urban,0,4,3,2.0,100,200.0,5068
2024-09-05, TPHCM,D12HCM,Urban,0,7,7,2.0,78,156.0,5668
2024-09-05, TPHCM,D12HCM,Urban,0,2,1,1.0,126,126.0,5168
2024-09-05, TPHCM,D12HCM,Urban,0,3,4,2.0,110,220.0,4668
2024-09-05, TPHCM,D12HCM,Urban,0,2,2,2.0,77,154.0,3150
2024-09-05, TPHCM,D12HCM,Urban,0,3,2,2.0,62,124.0,3568
2024-09-05, TPHCM,SDHOCMONHCM,Suburban,0,4,3,2.0,57,114.0,3768
2024-09-05, TPHCM,D12HCM,Urban,0,3,3,3.0,76,228.0,4268
2024-09-05, TPHCM,D12HCM,Urban,0,4,3,3.0,93,279.0,5500
2024-09-05, TPHCM,D12HCM,Urban,1,3,3,2.0,80,160.0,3200
2024-09-05, TPHCM,D12HCM,Urban,0,4,4,4.0,54,216.0,4750
2024-09-05, TPHCM,D12HCM,Urban,0,4,3,3.0,75,225.0,6800
2024-09-05, TPHCM,D9TDHCM,Urban,1,1,1,2.0,162,324.0,14800
2024-09-05, TPHCM,D12HCM,Urban,1,2,3,3.0,44,132.0,4568
2024-09-05, TPHCM,SDHOCMONHCM,Suburban,0,2,2,2.0,52,104.0,1700
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,3,2,2.0,65,130.0,4950
2024-09-05, TPHCM,D9TDHCM,Urban,0,1,1,2.0,38,76.0,3750
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,32,64.0,3008
2024-09-05, TPHCM,D9TDHCM,Urban,0,1,1,2.0,86,172.0,5200
2024-09-05, TPHCM,D12HCM,Urban,0,2,2,2.0,56,112.0,3768
2024-09-05, TPHCM,D12HCM,Urban,1,2,2,2.0,60,120.0,5468
2024-09-05, TPHCM,D12HCM,Urban,0,4,3,2.0,73,146.0,3900
2024-09-05, TPHCM,D12HCM,Urban,1,3,3,2.0,90,180.0,6500
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,55,220.0,5900
2024-09-05, TPHCM,D9TDHCM,Urban,0,2,2,2.0,100,200.0,5300
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,4,3,2.0,74,148.0,5700
2024-09-05, TPHCM,D12HCM,Urban,0,4,4,4.0,80,320.0,5200
2024-09-05, TPHCM,D12HCM,Urban,0,3,3,3.0,65,195.0,4768
2024-09-05, TPHCM,D12HCM,Urban,0,3,4,4.0,88,352.0,6360
2024-09-05, TPHCM,SDHOCMONHCM,Suburban,0,4,3,3.0,98,294.0,3368
2024-09-05, TPHCM,DGOVAPHCM,Urban,1,2,2,2.0,68,136.0,4368
2024-09-05, TPHCM,SDHOCMONHCM,Suburban,0,3,3,2.0,100,200.0,4300
2024-09-05, TPHCM,D12HCM,Urban,0,4,3,3.0,43,129.0,3500
2024-09-05, TPHCM,SDHOCMONHCM,Suburban,0,4,5,3.0,81,243.0,5950
2024-09-05, TPHCM,D12HCM,Urban,1,3,2,3.0,80,240.0,5268
2024-09-05, TPHCM,D12HCM,Urban,0,4,3,3.0,44,132.0,4268
2024-09-05, TPHCM,D12HCM,Urban,0,3,3,3.0,50,150.0,3768
2024-09-05, TPHCM,D12HCM,Urban,0,3,2,2.0,56,112.0,3660
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,2,2,2.0,46,92.0,4938
2024-09-05, TPHCM,DGOVAPHCM,Urban,0,4,4,4.0,45,180.0,4600
2024-09-05, TPHCM,D12HCM,Urban,0,3,2,2.0,60,120.0,4200
2024-09-05, TPHCM,D12HCM,Urban,0,2,2,2.0,56,112.0,3900
2024-09-05, TPHCM,DTANPHUHCM,Urban,0,3,2,3.0,59,177.0,4468
2024-09-05, TPHCM,D12HCM,Urban,0,4,5,5.0,50,250.0,6068
2024-09-05, TPHCM,D12HCM,Urban,0,2,3,3.0,60,180.0,3360
2024-09-05, TPHCM,DTANPHUHCM,Urban,0,3,3,2.0,33,66.0,3400
2024-09-05, TPHCM,D2TDHCM,Urban,0,4,3,3.0,45,135.0,4500
2024-09-05, TPHCM,D2TDHCM,Urban,0,9,10,6.0,197,1182.0,55000
2024-09-04, TPHCM,DBINHTANHCM,Urban,1,4,4,3.0,70,210.0,5100
2024-09-04, TPHCM,DBINHTANHCM,Urban,0,2,2,2.0,32,64.0,2800
2024-09-04, TPHCM,DBINHTANHCM,Urban,0,4,4,3.0,74,222.0,6390
2024-09-04, TPHCM,DPHUNHUANHCM,Urban,1,4,6,4.0,75,300.0,10500
2024-09-04, TPHCM,DTANBINHHCM,Urban,1,4,5,3.0,100,300.0,11800
2024-09-04, TPHCM,DTANBINHHCM,Urban,0,4,5,4.0,100,400.0,19900
2024-09-04, TPHCM,D1HCM,Urban,0,3,5,5.0,31,155.0,6900
2024-09-04, TPHCM,D10HCM,Urban,0,3,2,2.0,126,252.0,19500
2024-09-04, TPHCM,D3HCM,Urban,1,4,4,4.0,65,260.0,10500
2024-09-04, TPHCM,D5HCM,Urban,0,6,4,5.0,37,185.0,5700
2024-09-04, TPHCM,DTANPHUHCM,Urban,0,4,5,4.0,71,284.0,9600
2024-09-04, TPHCM,D1HCM,Urban,0,3,4,5.0,29,145.0,6300
2024-09-04, TPHCM,DPHUNHUANHCM,Urban,0,4,4,5.0,40,200.0,11900
2024-09-04, TPHCM,DGOVAPHCM,Urban,0,4,5,4.0,58,232.0,6900
2024-09-04, TPHCM,D1HCM,Urban,0,6,6,5.0,85,425.0,23500
2024-09-04, TPHCM,D3HCM,Urban,0,4,4,5.0,56,280.0,9200
2024-09-04, TPHCM,DBINHTHANHHCM,Urban,0,5,6,4.0,72,288.0,8900
2024-09-04, TPHCM,DTANBINHHCM,Urban,1,4,5,3.0,92,276.0,25000
2024-09-04, TPHCM,DTANBINHHCM,Urban,1,4,5,3.0,133,399.0,19500
2024-09-04, TPHCM,DBINHTANHCM,Urban,0,4,5,4.0,60,240.0,5200
2024-09-04, TPHCM,DPHUNHUANHCM,Urban,0,4,5,4.0,49,196.0,7900
2024-09-04, TPHCM,D5HCM,Urban,0,4,4,3.0,58,174.0,12500
2024-09-04, TPHCM,DTANPHUHCM,Urban,0,5,2,2.0,93,186.0,8000
2024-09-04, TPHCM,DTANPHUHCM,Urban,0,4,4,3.0,80,240.0,9500
2024-09-04, TPHCM,DPHUNHUANHCM,Urban,1,6,7,5.0,47,235.0,12000
2024-09-04, TPHCM,D11HCM,Urban,1,15,16,6.0,80,480.0,22000
